,OLDID,VILLAGE,AREA,Type,LatGRS,LongGRS,Y_LO,X_LO,ORTHOH,lzon,SURVREC
8933,TORM15,TONOTA,2127,RM,-21.41350326808569,27.438356002420765,-45487.434,2368624.654,,27.0,827
8934,TORM16,TONOTA,2127,RM,-21.41093382098526,27.440745438311502,-45735.97900000001,2368340.845,,27.0,827
8935,TORM17,TONOTA,2127,RM,-21.408465833302756,27.440535382607194,-45714.96599999999,2368067.514,,27.0,827
8936,TORM18,TONOTA,2127,RM,-21.407410240390323,27.43910556626856,-45567.039,2367950.22,,27.0,827
8937,TORM19,TONOTA,2127,RM,-21.405163948328347,27.43387794921955,-45025.685,2367699.99,,27.0,827
8938,TORM2,TONOTA,2127,RM,-21.396740899977424,27.44995393113817,-46695.27,2366772.04,,27.0,827
8939,TORM20,TONOTA,2127,RM,-21.40733197658754,27.429790854407155,-44601.238,2367938.881,,27.0,827
8940,TORM21,TONOTA,2127,RM,-21.40970233006485,27.42885101619297,-44503.069,2368201.072,,27.0,827
8941,TORM22,TONOTA,2127,RM,-21.41256869829164,27.425640417110905,-44169.31400000001,2368517.542,,27.0,927
8942,TORM23,TONOTA,2127,RM,-21.4164754103379,27.42375010347077,-43972.15,2368949.582,,27.0,827
8943,TORM24,TONOTA,2127,RM,-21.41917744950134,27.430121057833805,-44631.88,2369250.563,,27.0,827
8944,TORM25,TONOTA,2127,RM,-21.42000631372021,27.433844468388266,-45017.67,2369343.403,,27.0,827
8945,TORM26,TONOTA,2127,RM,-21.428029577967287,27.440539169365817,-45709.277,2370233.714,,27.0,827
8946,TORM27,TONOTA,2127,RM,-21.43745989003842,27.439246609701478,-45572.347,2371277.5130000003,,27.0,827
8947,TORM28,TONOTA,2127,RM,-21.443504585904304,27.437393125327706,-45378.333,2371946.279,,27.0,827
8948,TORM29,TONOTA,2127,RM,-21.448069708691172,27.442142473121432,-45869.237,2372453.135,,27.0,827
8949,TORM3,TONOTA,2127,RM,-21.39778532869624,27.45218952065503,-46926.76,2366888.35,,27.0,827
8950,TORM30,TONOTA,2127,RM,-21.44856278945736,27.44475351920181,-46139.743,2372508.498,,27.0,827
8951,TORM31,TONOTA,2127,RM,-21.44761572493111,27.447414014589544,-46415.82700000001,2372404.419,,27.0,827
8952,TORM32,TONOTA,2127,RM,-21.444146707485107,27.451400720779088,-46830.195,2372021.495,,27.0,827
8953,TORM33,TONOTA,2127,RM,-21.44129244901934,27.454464871205985,-47148.748,2371706.374,,27.0,827
8954,TORM34,TONOTA,2127,RM,-21.428518798329613,27.45664213091293,-47378.57,2370292.66,,27.0,827
8955,TORM35,TONOTA,2127,RM,-21.434671273632222,27.459361777727523,-47658.53,2370974.72,,27.0,827
8956,TORM36,TONOTA,2127,RM,-21.43725775466598,27.46045516409129,-47771.04,2371261.44,,27.0,827
8957,TORM37,TONOTA,2127,RM,-21.439604891836662,27.461476160056947,-47876.12,2371521.64,,27.0,827
8958,TORM38,TONOTA,2127,RM,-21.444046939202263,27.465753411275525,-48318.06,2372014.8,,27.0,827
8959,TORM39,TONOTA,2127,RM,-21.449024336673407,27.47006249547237,-48763.1,2372567.26,,27.0,827
8960,TORM4,TONOTA,2127,RM,-21.4030706215605,27.44393063190349,-46068.7,2367471.12,,27.0,827
8961,TORM40,TONOTA,2127,RM,-21.439757493507056,27.475555175422496,-49335.58,2371542.9,,27.0,827
8962,TORM41,TONOTA,2127,RM,-21.43771322325309,27.47454970695137,-49232.03,2371316.23,,27.0,827
8963,TORM5,TONOTA,2127,RM,-21.413547981795965,27.449120644930037,-46603.54,2368632.76,,27.0,827
8964,TORM6,TONOTA,2127,RM,-21.42329420318735,27.442118698277174,-45874.51,2369709.85,,27.0,827
8965,TORM7,TONOTA,2127,RM,-21.42397375407241,27.45021495706808,-46713.69,2369787.48,,27.0,827
8966,TORM8,TONOTA,2127,RM,-21.422513037287263,27.45518301997117,-47229.23,2369627.23,,27.0,827
8967,TORM9,TONOTA,2127,RM,-21.425318231881427,27.45976250598632,-47703.11,2369939.22,,27.0,827
8968,TORN31,TONOTA,2127,RM,-21.44761572493117,27.44741404236812,-46415.83,2372404.42,,27.0,827
8969,TORN32,TONOTA,2127,RM,-21.444146679709466,27.451400776336307,-46830.2,2372021.49,,27.0,827
8970,TR1,TLOKWENG,2425,RM,-24.655763388323724,25.97884679388708,-99135.268,2727978.95,,25.0,972
8971,TR1,TONOTA,2127,RM,-21.41266699742077,27.439252474616715,-45580.641,2368532.317,,27.0,827
8972,TR10,SOWA,2026,RM,-20.57196683402912,26.24186949502578,79009.9,2275572.4,,27.0,
8973,TR10,TLOKWENG,2425,RM,-24.646871095930155,25.979438534112184,-99202.2,2726994.3,,25.0,972
8974,TR11,SOWA,2026,RM,-20.572273211685157,26.23450914607012,79777.21,2275609.91,,27.0,
8975,TR11,TLOKWENG,2425,RM,-24.64791668889636,25.978040017628945,-99059.78,2727109.12,,25.0,972
8976,TR12,TLOKWENG,2425,RM,-24.64892489613537,25.976887814026348,-98942.33,2727219.98,,25.0,972
8977,TR12,SOWA,2026,RM,-20.55608386202011,26.23657041170266,79570.67,2273816.43,,27.0,
8978,TR13,TLOKWENG,2425,RM,-24.64931792082309,25.975178679433064,-98768.98,2727262.29,,25.0,972
8979,TR14,TLOKWENG,2425,RM,-24.650627663100305,25.97389749886838,-98638.24,2727406.46,,25.0,972
8980,TR2,TLOKWENG,2425,RM,-24.6531290713447,25.981387765552288,-99394.6,2727688.96,,25.0,972
8981,TR2,TONOTA,2127,RM,-21.41870909065945,27.441480718665883,-45809.795,2369201.977,,27.0,827
8982,TR3,TLOKWENG,2425,RM,-24.651833746306007,25.983246907424867,-99583.85,2727546.81,,25.0,972
8983,TR3,TONOTA,2127,RM,-21.415450221336403,27.44382665495476,-46054.042,2368841.822,,27.0,827
8984,TR4,TLOKWENG,2425,RM,-24.64983846366041,25.98344569740433,-99605.56,2727325.92,,25.0,972
8985,TR4,TONOTA,2127,RM,-21.414614815826663,27.44668865584417,-46351.044,2368750.164,,27.0,827
8986,TR5,TLOKWENG,2425,RM,-24.648422665172145,25.98182812683339,-99442.91,2727167.91,,25.0,972
8987,TR6,TLOKWENG,2425,RM,-24.64635119371821,25.982223089461755,-99484.54,2726938.72,,25.0,972
8988,TR7,TLOKWENG,2425,RM,-24.64501417765579,25.984312432642305,-99697.14,2726792.12,,25.0,972
8989,TR8,SOWA,2026,RM,-20.547179959771206,26.2457120549074,78621.92,2272826.17,,27.0,
8990,TR8,TLOKWENG,2425,RM,-24.643614766920848,25.982674889212586,-99532.45,2726635.91,,25.0,972
8991,TR9,SOWA,2026,RM,-20.567415033589445,26.254768789852196,77667.18,2275062.23,,27.0,
8992,TR9,TLOKWENG,2425,RM,-24.64526515246698,25.981172006631606,-99378.98,2726817.65,,25.0,972
8993,TRM(TLO)1,TLOKWENG,2426,RM,-24.647612546486872,26.00029208629223,101172.546,2727090.628,,27.0,972
8994,TRM(TLO)10,TLOKWENG,2425,RM,-24.658158505597672,25.9787375607985,-99122.32,2728244.2,,25.0,972
8995,TRM(TLO)11,TLOKWENG,2425,RM,-24.67445827864046,25.93801548374137,-94987.393,2730021.086,,25.0,972
8996,TRM(TLO)12,TLOKWENG,2425,RM,-24.67604725242849,25.93678341480802,-94861.475,2730196.257,,25.0,972
8997,TRM(TLO)13,TLOKWENG,2425,RM,-24.68312455104484,25.955229681778416,-96723.195,2730993.143,,25.0,972
8998,TRM(TLO)14,TLOKWENG,2425,RM,-24.68171137807693,25.9590885770102,-97114.875,2730839.316,,25.0,972
8999,TRM(TLO)15,TLOKWENG,2425,RM,-24.67699665387044,25.965123463176152,-97729.39,2730321.31,,25.0,972
9000,TRM(TLO)16,TLOKWENG,2425,RM,-24.67455612123705,25.9749890652376,-98729.93,2730058.01,,25.0,972
9001,TRM(TLO)17,TLOKWENG,2425,RM,-24.67322306351732,25.982393841741768,-99480.53,2729915.68,,25.0,972
9002,TRM(TLO)18,TLOKWENG,2425,RM,-24.669027231073198,25.98169239021633,-99412.85,2729450.36,,25.0,972
9003,TRM(TLO)19,TLOKWENG,2425,RM,-24.662393171655705,25.98054896134525,-99302.35,2728714.62,,25.0,972
9004,TRM(TLO)2,TLOKWENG,2425,RM,-24.65411543356982,25.996098387245425,-100883.14,2727808.95,,25.0,972
9005,TRM(TLO)20,TLOKWENG,2425,RM,-24.65477589371792,25.97693738007437,-98942.74,2727868.18,,25.0,972
9006,TRM(TLO)21,TLOKWENG,2425,RM,-24.65218016764746,25.972889325512263,-98534.95,2727577.72,,25.0,972
9007,TRM(TLO)22,TLOKWENG,2425,RM,-24.654787848492997,25.970716253583035,-98312.9,2727865.04,,25.0,972
9008,TRM(TLO)23,TLOKWENG,2425,RM,-24.65811403611407,25.96827044914624,-98062.69,2728231.76,,25.0,972
9009,TRM(TLO)24,TLOKWENG,2425,RM,-24.659327284711864,25.96693226721757,-97926.27,2728365.21,,25.0,972
9010,TRM(TLO)25,TLOKWENG,2425,RM,-24.660913534346797,25.96492395337506,-97721.72,2728539.5,,25.0,972
9011,TRM(TLO)26,TLOKWENG,2425,RM,-24.663022253514928,25.96458543670906,-97685.81,2728772.86,,25.0,972
9012,TRM(TLO)27,TLOKWENG,2425,RM,-24.664062989529764,25.96460896183749,-97687.38,2728888.17,,25.0,972
9013,TRM(TLO)28,TLOKWENG,2425,RM,-24.666864493432275,25.963418306904707,-97564.67,2729197.67,,25.0,972
9014,TRM(TLO)29,TLOKWENG,2425,RM,-24.66680838413135,25.962693480322148,-97491.34,2729190.94,,25.0,972
9015,TRM(TLO)3,TLOKWENG,2425,RM,-24.65694240549603,25.9939881497926,-100667.23,2728120.57,,25.0,972
9016,TRM(TLO)30,TLOKWENG,2425,RM,-24.66759438405989,25.9615494721069,-97374.92,2729277.2,,25.0,972
9017,TRM(TLO)31,TLOKWENG,2425,RM,-24.669088750514295,25.95937062578521,-97153.2,2729441.2,,25.0,972
9018,TRM(TLO)32,TLOKWENG,2425,RM,-24.671221023812613,25.95907586031757,-97121.71,2729677.2,,25.0,972
9019,TRM(TLO)33,TLOKWENG,2425,RM,-24.673598695193512,25.95796584798556,-97007.51,2729939.81,,25.0,972
9020,TRM(TLO)34,TLOKWENG,2425,RM,-24.677498512220456,25.95588521903048,-96793.89,2730370.36,,25.0,972
9021,TRM(TLO)35,TLOKWENG,2425,RM,-24.678913521534124,25.953199913692373,-96520.99,2730525.22,,25.0,972
9022,TRM(TLO)37,TLOKWENG,2425,RM,-24.681033731033445,25.949517410242624,-96146.62,2730757.51,,25.0,972
9023,TRM(TLO)38,TLOKWENG,2425,RM,-24.67550965669628,25.970544848803428,-98279.32,2730160.45,,25.0,972
9024,TRM(TLO)39,TLOKWENG,2425,RM,-24.679049544269688,25.944357460088543,-95625.85,2730534.1,,25.0,972
9025,TRM(TLO)4,TLOKWENG,2425,RM,-24.660632041192407,25.99159056783453,-100421.55,2728527.55,,25.0,972
9026,TRM(TLO)41,TLOKWENG,2425,RM,-24.679938463249098,25.946660441280564,-95858.28,2730634.18,,25.0,972
9027,TRM(TLO)42,TLOKWENG,2425,RM,-24.676974389483608,25.94884401469449,-96081.57,2730307.35,,25.0,972
9028,TRM(TLO)43,TLOKWENG,2425,RM,-24.674849424993024,25.95054118228888,-96254.99,2730073.14,,25.0,972
9029,TRM(TLO)44,TLOKWENG,2425,RM,-24.669467389580184,25.948160018797974,-96018.08,2729475.26,,25.0,972
9030,TRM(TLO)45,TLOKWENG,2425,RM,-24.66876925051456,25.951401671436347,-96346.76,2729400.19,,25.0,972
9031,TRM(TLO)46,TLOKWENG,2425,RM,-24.668134910681395,25.95387677366513,-96597.8,2729331.66,,25.0,972
9032,TRM(TLO)5,TLOKWENG,2425,RM,-24.663850707749745,25.98894634127258,-100151.29,2728882.18,,25.0,972
9033,TRM(TLO)6,TLOKWENG,2425,RM,-24.66643675204352,25.98708044506183,-99960.34,2729167.3,,25.0,972
9034,TRM(TLO)7,TLOKWENG,2425,RM,-24.66974930179859,25.984643557590747,-99711.02,2729532.49,,25.0,972
9035,TRM(TLO)8,TLOKWENG,2425,RM,-24.672318298897547,25.985466490107992,-99792.28,2729817.68,,25.0,972
9036,TRM(TLO)9,TLOKWENG,2425,RM,-24.67150525853616,25.9915938386792,-100413.18,2729732.08,,25.0,972
9037,TRM(TOL)36,TLOKWENG,2425,RM,-24.67895295861309,25.95143702865116,-96342.52,2730528.35,,25.0,972
9038,TRM1,TUTUME,2027,RM,-20.482822864867508,27.031857093005065,-3361.14,2265519.73,,27.0,996
9039,TRM2,TUTUME,2027,RM,-20.48967149877741,27.033561070046265,-3538.75,2266277.98,,27.0,996
9040,TRM2,THAMAGA,2425,RM,-24.74461994219302,25.647916020826305,-65586.436,2737623.479,,25.0,874
9041,TRM3,TUTUME,2027,RM,-20.49663385578184,27.06655363344209,-6980.22,2267049.84,,27.0,996
9042,TRP1,TUTUME,2027,RM,-20.49871865575281,27.071523603647137,-7498.56,2267280.87,,27.0,996
9043,TRP2,TUTUME,2027,RM,-20.507297001933583,27.076668397057915,-8034.79,2268230.83,,27.0,996
9044,TRP3,TUTUME,2027,RM,-20.528603711940853,27.08299291669424,-8693.29,2270590.04,,27.0,996
9045,TRP4,TUTUME,2027,RM,-20.5385605741066,27.07794577728781,-8166.38,2271692.12,,27.0,996
9046,TRP6,TUTUME,2027,RM,-20.486051430686725,27.005082322149025,-567.863,2265876.85,,27.0,996
9047,TRP7,TUTUME,2027,RM,-20.486491956488106,27.006505361686116,-716.316,2265925.627,,27.0,996
9048,TRP8,TUTUME,2027,RM,-20.48560569663159,27.010198385705436,-1101.586,2265827.529,,27.0,996
9049,TSD,SHASHE,2127,RM,-21.366283212464552,27.42978978556829,-44613.56,2363393.77,,27.0,860
9050,TSHRM1,TSHESEBE,1927,RM,-19.002797044453587,27.610905437960344,-64361.11,2101790.23,,27.0,886
9051,TSHRM2,TSHESEBE,2027,RM,-20.789145039911936,27.605940455898757,-63126.6,2299551.52,,27.0,886
9052,TSHRM3,TSHESEBE,2027,RM,-20.771005024561106,27.596279831605564,-62128.15,2297539.33,,27.0,886
9053,TSHRM4,TSHESEBE,2027,RM,-20.757226991980257,27.58583853622092,-61046.4,2296009.87,,27.0,886
9054,TSHRM5,TSHESEBE,2027,RM,-20.742605761059963,27.583822206108863,-60842.26,2294390.27,,27.0,886
9055,TSHRM6,TSHESEBE,2027,RM,-20.725673227280392,27.581012552958057,-60556.36,2292514.48,,27.0,886
9056,TSHRM7,TSHESEBE,2027,RM,-20.717915032583733,27.58618566298538,-61098.32,2291657.45,,27.0,886
9057,TSYRM1,SIVIYA,2027,RM,-20.84924157685704,27.6293402117475,-65537.018,2306214.726,,27.0,858
9058,TSYRM2,SIVIYA,2027,RM,-20.84759984210422,27.6459283850566,-67264.235,2306039.789,,27.0,858
9059,TSYRM3,SIVIYA,2027,RM,-20.84866975078752,27.65351915561807,-68053.81,2306161.439,,27.0,858
9060,TSYRM4,SIVIYA,2027,RM,-20.852044913102517,27.66442909937983,-69187.776,2306539.79,,27.0,858
9061,TSYRM5,SIVIYA,2027,RM,-20.85616137700255,27.672852970265893,-70062.61,2306999.211,,27.0,858
9062,TSYRM6,SIVIYA,2027,RM,-20.85502798283424,27.6840598494502,-71229.505,2306878.636,,27.0,858
9063,TSYRM7,SIVIYA,2027,RM,-20.843044963558143,27.67785711553196,-70589.534,2305549.132,,27.0,858
9064,TSYRM8,SIVIYA,2027,RM,-20.833412067969512,27.66712405210159,-69476.808,2304477.903,,27.0,858
9065,TURM1,TUTUME,2027,RM,-20.536432563820373,27.07724962350542,-8093.89,2271456.49,,27.0,996
9066,TURM10,TUTUME,2027,RM,-20.489590843626583,27.0362278407124,-3816.95,2266269.11,,27.0,996
9067,TURM11,TUTUME,2027,RM,-20.489081012993665,27.0326703238062,-3445.842,2266212.588,,27.0,996
9068,TURM12,TUTUME,2027,RM,-20.488552459549748,27.028159168645903,-2975.247000000001,2266153.986,,27.0,996
9069,TURM13,TUTUME,2027,RM,-20.48511797884029,27.02165204670587,-2296.469,2265773.649,,27.0,996
9070,TURM14,TUTUME,2027,RM,-20.485071809753087,27.018833049780337,-2002.382,2265768.501,,27.0,996
9071,TURM15,TUTUME,2027,RM,-20.48708511471805,27.01027468997718,-1109.535,2265991.316,,27.0,996
9072,TURM16,TUTUME,2027,RM,-20.486362687259103,27.00599998647027,-663.5939999999998,2265911.312,,27.0,996
9073,TURM17,TUTUME,2027,RM,-20.48768150113507,27.003657305489817,-419.198,2266057.314,,27.0,996
9074,TURM18,TUTUME,2027,RM,-20.486092481106063,27.00407718228793,-463.004,2265881.392,,27.0,996
9075,TURM19,TUTUME,2027,RM,-20.48744740962801,27.004727086534427,-530.8,2266031.4,,27.0,996
9076,TURM2,TUTUME,2027,RM,-20.527155351891647,27.07185818580672,-7532.08,2270429.14,,27.0,996
9077,TURM20,TUTUME,2027,RM,-20.491233600514494,27.00462146355406,-519.77,2266450.57,,27.0,996
9078,TURM21,TUTUME,2027,RM,-20.494375311700637,27.00461640050227,-519.23,2266798.39,,27.0,996
9079,TURM22,TUTUME,2027,RM,-20.49639049364495,27.003757315738376,-429.61,2267021.49,,27.0,996
9080,TURM23,TUTUME,2027,RM,-20.50164601666316,27.00206531075084,-253.1,2267603.33,,27.0,996
9081,TURM24,TUTUME,2027,RM,-20.501904506460733,27.00638698891352,-703.9,2267631.96,,27.0,996
9082,TURM24A,TUTUME,2027,RM,-20.502011724458995,27.008183734333404,-891.32,2267643.84,,27.0,996
9083,TURM25,TUTUME,2027,RM,-20.50105927306426,27.010919203441944,-1176.67,2267538.41,,27.0,996
9084,TURM26,TUTUME,2027,RM,-20.50102200489881,27.01421440859013,-1520.4,2267534.31,,27.0,996
9085,TURM27,TUTUME,2027,RM,-20.498813706940503,27.01919447240992,-2039.91,2267289.88,,27.0,996
9086,TURM28,TUTUME,2027,RM,-20.50255999705153,27.02528097052341,-2674.75,2267704.72,,27.0,996
9087,TURM29,TUTUME,2027,RM,-20.502460095925727,27.02919644350977,-3083.18,2267693.73,,27.0,996
9088,TURM3,TUTUME,2027,RM,-20.51878707266385,27.066465607076484,-6970.04,2269502.44,,27.0,996
9089,TURM30,TUTUME,2027,RM,-20.50301170041532,27.03235008769753,-3412.13,2267754.86,,27.0,996
9090,TURM31,TUTUME,2027,RM,-20.50526989992631,27.03524572054335,-3714.12,2268004.93,,27.0,996
9091,TURM32,TUTUME,2027,RM,-20.506321777158348,27.040480506243878,-4260.13,2268121.51,,27.0,996
9092,TURM33,TUTUME,2027,RM,-20.50808362874107,27.04536069684682,-4769.12,2268316.7,,27.0,996
9093,TURM34,TUTUME,2027,RM,-20.509230410329,27.04805424320167,-5050.04,2268443.74,,27.0,996
9094,TURM35,TUTUME,2027,RM,-20.508684956571177,27.050835184888893,-5340.13,2268383.44,,27.0,996
9095,TURM36,TUTUME,2027,RM,-20.508490580929955,27.063679773858563,-6679.92,2268362.39,,27.0,996
9096,TURM4,TUTUME,2027,RM,-20.51047129662577,27.06443998536506,-6759.13,2268581.71,,27.0,996
9097,TURM5,TUTUME,2027,RM,-20.50643129006616,27.064044094604355,-6718.01,2268134.42,,27.0,996
9098,TURM6,TUTUME,2027,RM,-20.50256085043616,27.061790456025225,-6483.1,2267705.83,,27.0,996
9099,TURM7,TUTUME,2027,RM,-20.494984588221172,27.052598267122164,-5524.52,2266866.72,,27.0,996
9100,TURM8,TUTUME,2027,RM,-20.49202288530604,27.049644662031003,-5216.51,2266538.73,,27.0,996
9101,TURM9,TUTUME,2027,RM,-20.49092943237771,27.04658849410628,-4897.73,2266417.58,,27.0,996
9102,TWRM5,TONOTA,2127,RM,-21.41444865719776,27.444756684064817,-46150.785,2368731.197,,27.0,827
9103,TYRONE,,2524,TRIG,-25.879539166666667,24.843864888888888,15611.464,2863204.31,1177.9,25.0,
9104,U1,,2621,BPILL,-26.64763097222222,21.998070277777774,-99419.88,2948684.36,1000.0,21.0,
9105,U10,,2621,BPILL,-26.66413822222222,21.961364444444445,-95751.23,2950485.44,1000.0,21.0,
9106,U100,,2621,BPILL,-26.853794444444446,21.677394694444445,-67368.63,2971318.65,1000.0,21.0,
9107,U101,,2621,BPILL,-26.855059805555555,21.67409805555556,-67040.24,2971457.11,1000.0,21.0,
9108,U102,,2621,BPILL,-26.857766,21.67228666666667,-66858.62,2971756.02,1000.0,21.0,
9109,U103,,2621,BPILL,-26.86113413888889,21.66936027777778,-66565.81,2972127.69,1000.0,21.0,
9110,U104,,2621,BPILL,-26.86439077777778,21.662922305555558,-65924.11,2972485.18,1000.0,21.0,
9111,U105,,2621,BPILL,-26.864879166666668,21.657178833333333,-65353.05,2972536.32,1000.0,21.0,
9112,U106,,2621,BPILL,-26.86390338888889,21.651811055555555,-64820.17,2972425.44,1000.0,21.0,
9113,U107,,2621,BPILL,-26.86336513888889,21.64902961111111,-64544.06,2972364.38,1000.0,21.0,
9114,U108,,2621,BPILL,-26.86353686111111,21.641909666666667,-63836.39,2972379.8,1000.0,21.0,
9115,U109,,2621,BPILL,-26.864586111111112,21.638698666666667,-63516.7,2972494.45,1000.0,21.0,
9116,U11,,2621,BPILL,-26.66638822222222,21.95733530555556,-95348.23,2950731.74,1000.0,21.0,
9117,U110,,2621,BPILL,-26.86547477777778,21.63512125,-63160.69,2972591.13,1000.0,21.0,
9118,U111,,2621,BPILL,-26.865974194444444,21.63023455555556,-62674.79,2972644.04,1000.0,21.0,
9119,U112,,2621,BPILL,-26.866608361111112,21.626830722222223,-62336.18,2972712.63,1000.0,21.0,
9120,U113,,2621,BPILL,-26.864895333333333,21.6236805,-62024.06,2972521.27,1000.0,21.0,
9121,U114,,2621,BPILL,-26.86097338888889,21.61785763888889,-61447.52,2972083.86,1000.0,21.0,
9122,U115,,2621,BPILL,-26.85788513888889,21.615892416666668,-61253.88,2971740.71,1000.0,21.0,
9123,U116,,2621,BPILL,-26.85220488888889,21.609705444444447,-60642.03,2971108.33,1000.0,21.0,
9124,U117,,2621,BPILL,-26.84976594444444,21.60766863888889,-60440.89,2970837.109,1000.0,21.0,
9125,U118,,2621,BPILL,-26.8460375,21.604920555555555,-60169.73,2970422.67,1000.0,21.0,
9126,U119,,2621,BPILL,-26.844649527777776,21.602372472222225,-59917.2,2970267.67,1000.0,21.0,
9127,U12,,2621,BPILL,-26.668619472222225,21.95333561111111,-94948.19,2950976.0,1000.0,21.0,
9128,U120,,2621,BPILL,-26.841284833333333,21.595536777777777,-59239.52,2969891.63,1000.0,21.0,
9129,U121,,2621,BPILL,-26.840699027777777,21.59044711111111,-58733.92,2969824.35,1000.0,21.0,
9130,U122,,2621,BPILL,-26.840256944444445,21.58619011111111,-58311.01,2969773.4,1000.0,21.0,
9131,U123,,2621,BPILL,-26.84017097222222,21.581396138888888,-57834.54,2969761.68,1000.0,21.0,
9132,U124,,2621,BPILL,-26.839865888888887,21.575171861111112,-57216.01,2969725.05,1000.0,21.0,
9133,U125,,2621,BPILL,-26.84418047222222,21.569879333333333,-56687.79,2970200.75,1000.0,21.0,
9134,U126,,2621,BPILL,-26.845895805555557,21.567305472222223,-56431.11,2970389.67,1000.0,21.0,
9135,U127,,2621,BPILL,-26.84840775,21.56430175,-56131.32,2970666.67,1000.0,21.0,
9136,U128,,2621,BPILL,-26.849992138888886,21.561631,-55865.09,2970841.05,1000.0,21.0,
9137,U129,,2621,BPILL,-26.84949986111111,21.55707347222222,-55412.36,2970784.5,1000.0,21.0,
9138,U13,,2621,BPILL,-26.66997163888889,21.94893225,-94508.71,2951122.56,1000.0,21.0,
9139,U130,,2621,BPILL,-26.846735638888887,21.55317008333333,-55025.74,2970476.51,1000.0,21.0,
9140,U131,,2621,BPILL,-26.844017666666662,21.54934155555556,-54646.52,2970173.69,1000.0,21.0,
9141,U132,,2621,BPILL,-26.843065666666664,21.54567863888889,-54282.9,2970066.63,1000.0,21.0,
9142,U133,,2621,BPILL,-26.84286647222222,21.541245111111117,-53842.32,2970042.67,1000.0,21.0,
9143,U134,,2621,BPILL,-26.84424772222222,21.539671,-53685.21,2970195.05,1000.0,21.0,
9144,U135,,2621,BPILL,-26.84699461111111,21.53813988888889,-53531.73,2970498.77,1000.0,21.0,
9145,U136,,2621,BPILL,-26.8521655,21.535818694444448,-53298.6,2971070.75,1000.0,21.0,
9146,U137,,2621,BPILL,-26.855665694444447,21.53353175,-53069.67,2971457.63,1000.0,21.0,
9147,U138,,2621,BPILL,-26.860557694444445,21.529173083333333,-52634.22,2971997.87,1000.0,21.0,
9148,U139,,2621,BPILL,-26.861823361111117,21.525526305555555,-52271.22,2972136.6,1000.0,21.0,
9149,U14,,2621,BPILL,-26.66995452777778,21.943634166666666,-93981.29,2951116.75,1000.0,21.0,
9150,U140,,2621,BPILL,-26.860494444444445,21.521833305555557,-51904.82,2971987.829,1000.0,21.0,
9151,U141,,2621,BPILL,-26.858657444444447,21.515934416666667,-51319.42,2971781.88,1000.0,21.0,
9152,U142,,2621,BPILL,-26.857168583333333,21.512694916666668,-50998.14,2971615.6,1000.0,21.0,
9153,U143,,2621,BPILL,-26.855539194444447,21.508537805555555,-50585.72,2971433.39,1000.0,21.0,
9154,U144,,2621,BPILL,-26.853669222222223,21.504723277777774,-50207.44,2971224.67,1000.0,21.0,
9155,U145,,2621,BPILL,-26.850450222222225,21.498247361111112,-49565.23,2970865.44,1000.0,21.0,
9156,U146,,2621,BPILL,-26.847861527777777,21.4942115,-49165.23,2970577.03,1000.0,21.0,
9157,U147,,2621,BPILL,-26.84434169444444,21.49098411111111,-48845.97,2970185.77,1000.0,21.0,
9158,U148,,2621,BPILL,-26.84130658333333,21.486218833333336,-48373.62,2969847.64,1000.0,21.0,
9159,U149,,2621,BPILL,-26.84006822222222,21.48117508333333,-47872.81,2969708.51,1000.0,21.0,
9160,U15,,2621,BPILL,-26.66913475,21.940561694444444,-93676.09,2951023.65,1000.0,21.0,
9161,U150,,2621,BPILL,-26.840054444444444,21.47444408333333,-47203.77,2969704.46,1000.0,21.0,
9162,U151,,2621,BPILL,-26.840708416666665,21.46852419444444,-46615.08,2969774.73,1000.0,21.0,
9163,U152,,2621,BPILL,-26.840535166666665,21.461909,-45957.62,2969753.12,1000.0,21.0,
9164,U153,,2621,BPILL,-26.83795875,21.45588297222222,-45359.68,2969465.47,1000.0,21.0,
9165,U154,,2621,BPILL,-26.834331,21.45309625,-45084.12,2969062.51,1000.0,21.0,
9166,U155,,2621,BPILL,-26.83072752777778,21.449650583333334,-44743.03,2968662.01,1000.0,21.0,
9167,U156,,2621,BPILL,-26.828559722222224,21.44535077777778,-44316.45,2968420.3,1000.0,21.0,
9168,U157,,2621,BPILL,-26.826950472222222,21.439704916666667,-43755.83,2968240.03,1000.0,21.0,
9169,U158,,2621,BPILL,-26.826693638888887,21.4328955,-43079.01,2968209.24,1000.0,21.0,
9170,U159,,2621,BPILL,-26.825588805555554,21.427947722222225,-42587.57,2968085.15,1000.0,21.0,
9171,U16,,2621,BPILL,-26.66769125,21.93779202777778,-93401.54,2950861.67,1000.0,21.0,
9172,U160,,2621,BPILL,-26.8239005,21.42037852777778,-41835.74,2967895.56,1000.0,21.0,
9173,U161,,2621,BPILL,-26.822571805555555,21.41367344444444,-41169.66,2967746.14,1000.0,21.0,
9174,U162,,2621,BPILL,-26.822064722222223,21.40578811111111,-40385.94,2967687.42,1000.0,21.0,
9175,U163,,2621,BPILL,-26.82210086111111,21.401580222222226,-39967.61,2967690.09,1000.0,21.0,
9176,U164,,2621,BPILL,-26.823086805555555,21.39513336111111,-39326.37,2967797.32,1000.0,21.0,
9177,U165,,2621,BPILL,-26.824436555555558,21.389298027777777,-38745.81,2967945.08,1000.0,21.0,
